year,theme,qid_key,qid,qheader,qsub,socio_group,group_,response,num,denom,percent_,Quality,ObjectId
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Non-racialized,Not a problem,259000,338400,76.5,Good,1682
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Overall,Total,Not a problem,345100,442600,78,Good,1683
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,,Total,Not a problem,311600,423400,73.6,Good,1684
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Racialized,Not a problem,57100,86400,66.1,Good,1685
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Racial identity,Racialized,Not a problem,85200,103100,82.6,Good,1686
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,High school diploma or a equivalency certificate,Not a problem,52400,68300,76.7,Good,1687
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,High school diploma or a equivalency certificate,Not a problem,64800,79700,81.3,Good,1688
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,Less than high school diploma or its equivalent,Not a problem,18900,24000,78.8,Good,1689
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,Less than high school diploma or its equivalent,Not a problem,14700,18200,80.8,Good,1690
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not a problem,79700,105700,75.4,Good,1691
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",Not a problem,77300,106300,72.7,Good,1692
2018,"Perceptions of crime, social disorder & personal safety",39,33,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Sexual orientation,LGBTQ2S+,Not a problem,7100,19700,36,Good,1693
2021,"Perceptions of crime, social disorder & personal safety",39,22,"In your neighbourhood, how much of a problem are the following issues",Garbage or litter lying around,Education,University certificate,A big problem,12300,238400,5.2,Acceptable,1694
2021,"Perceptions of crime, social disorder & personal safety",43,26,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,University certificate,Not a problem,185500,238400,77.8,Good,1695
2018,"Perceptions of crime, social disorder & personal safety",43,37,"In your neighbourhood, how much of a problem are the following issues",People being drunk or rowdy in public places,Education,University certificate,Not a problem,161800,222900,72.6,Good,1696
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Sexual orientation,LGBTQ2S+,A small problem,3200,19700,16.2,Acceptable,1697
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Sexual orientation,LGBTQ2S+,A small problem,7600,23600,32.2,Acceptable,1698
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,Less than high school diploma or its equivalent,A small problem,2800,24000,11.7,Acceptable,1699
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,Less than high school diploma or its equivalent,A small problem,2300,18200,12.6,Use with caution,1700
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Sexual orientation,LGBTQ2S+,A moderate problem,2500,19700,12.7,Acceptable,1701
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Sexual orientation,LGBTQ2S+,A moderate problem,2600,23600,11,Use with caution,1702
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,High school diploma or a equivalency certificate,A moderate problem,3100,79800,3.9,Acceptable,1703
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,Less than high school diploma or its equivalent,A moderate problem,3100,24000,12.9,Use with caution,1704
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,Less than high school diploma or its equivalent,A moderate problem,2400,18200,13.2,Use with caution,1705
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Racial identity,Non-racialized,A moderate problem,19800,338500,5.8,Acceptable,1706
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,"Trade certificate, diploma, college, CEGEP or other non-university certificate",A moderate problem,6500,105700,6.1,Acceptable,1707
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Sexual orientation,LGBTQ2S+,A big problem,1600,19700,8.1,Use with caution,1708
2021,"Perceptions of crime, social disorder & personal safety",38,21,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Sexual orientation,LGBTQ2S+,A big problem,,23600,,Suppressed,1709
2018,"Perceptions of crime, social disorder & personal safety",38,32,"In your neighbourhood, how much of a problem are the following issues",People hanging around on the streets,Education,High school diploma or a equivalency certificate,A big problem,3100,68300,4.5,Acceptable,1710
